2017-01-052	10.1101/098327	10.1186/s12859-017-1680-2	Cold Spring Harbor Laboratory	Crossref
2017-01-053	10.2196/preprints.7311	10.2196/mhealth.7311	JMIR Publications Inc.	Crossref
2017-01-054	10.1101/102475	10.1002/gepi.22112	Cold Spring Harbor Laboratory	Crossref
2017-01-055	10.20944/preprints201701.0125.v1	10.3390/en10030268	MDPI AG	Crossref
2017-01-056	10.20944/preprints201701.0119.v1	10.3390/w9020111	MDPI AG	Crossref
2017-01-057	10.7287/peerj.preprints.2729	10.7717/peerj.3519	PeerJ	Crossref
2017-01-058	10.5194/nhess-2016-402	10.5194/nhess-17-957-2017	Copernicus GmbH	Crossref
2017-01-059	10.1101/100115	10.1007/s00285-018-1248-4	Cold Spring Harbor Laboratory	Crossref
2017-01-060	10.5194/acp-2017-2	10.5194/acp-17-7997-2017	Copernicus GmbH	Crossref
2017-01-061	10.1101/098863	10.1371/journal.pone.0175813	Cold Spring Harbor Laboratory	Crossref
2017-01-062	10.1101/098855	10.1186/s12915-017-0379-1	Cold Spring Harbor Laboratory	Crossref
2017-01-063	10.1101/101139	10.1534/g3.117.300069	Cold Spring Harbor Laboratory	Crossref
2017-01-064	10.1101/103028	10.7554/elife.25624	Cold Spring Harbor Laboratory	Crossref
2017-01-065	10.1101/101964	10.7554/elife.25946	Cold Spring Harbor Laboratory	Crossref
2017-01-066	10.7287/peerj.preprints.2707	10.7717/peerj.3123	PeerJ	Crossref
2017-01-067	10.7287/peerj.preprints.2757	10.7717/peerj.3607	PeerJ	Crossref
2017-01-068	10.20944/preprints201701.0085.v1	10.3390/separations4020021	MDPI AG	Crossref
2017-01-069	10.1101/104224	10.1186/s40168-017-0387-y	Cold Spring Harbor Laboratory	Crossref
2017-01-070	10.31219/osf.io/7yyhd	10.1016/j.jedc.2017.08.001	Center for Open Science	Crossref
2017-01-071	10.5194/essd-2016-68	10.5194/essd-9-281-2017	Copernicus GmbH	Crossref
2017-01-072	10.31235/osf.io/8aaxa	10.5281/zenodo.237086	Center for Open Science	DataCite
2017-01-073	10.1101/102939	10.1093/sysbio/syy067	Cold Spring Harbor Laboratory	Crossref
2017-01-074	10.5194/bg-2016-524	10.5194/bg-14-3015-2017	Copernicus GmbH	Crossref
2017-01-075	10.1101/102392	10.1038/s41588-018-0046-7	Cold Spring Harbor Laboratory	Crossref
2017-01-076	10.7287/peerj.preprints.2731	10.7717/peerj.3432	PeerJ	Crossref
2017-01-077	10.1101/099929	10.18632/oncotarget.22842	Cold Spring Harbor Laboratory	Crossref
2017-01-078	10.5194/bg-2016-526	10.5194/bg-14-4045-2017	Copernicus GmbH	Crossref
2017-01-079	10.31234/osf.io/8prwj	10.1037/xge0000350	Center for Open Science	Crossref
2017-01-080	10.5194/acp-2016-1053	10.5194/acp-17-6705-2017	Copernicus GmbH	Crossref
2017-01-081	10.1101/101022	10.1038/s41565-018-0084-4	Cold Spring Harbor Laboratory	Crossref
2017-01-082	10.5194/acp-2016-1090	10.5194/acp-17-4769-2017	Copernicus GmbH	Crossref
2017-01-083	10.20944/preprints201701.0122.v1	10.3390/molecules22030349	MDPI AG	Crossref
2017-01-084	10.7287/peerj.preprints.2663	10.7717/peerj.3077	PeerJ	Crossref
2017-01-085	10.1101/098533	10.1111/jeb.13111	Cold Spring Harbor Laboratory	Crossref
2017-01-086	10.1101/098368	10.1111/eva.12480	Cold Spring Harbor Laboratory	Crossref
2017-01-087	10.1101/098202	10.1128/msphere.00059-17	Cold Spring Harbor Laboratory	Crossref
2017-01-088	10.2196/preprints.7362	10.2196/mhealth.7362	JMIR Publications Inc.	Crossref
2017-01-089	10.5194/amt-2016-403	10.5194/amt-10-3359-2017	Copernicus GmbH	Crossref
2017-01-090	10.1101/096107	10.1093/bioinformatics/btx094	Cold Spring Harbor Laboratory	Crossref
2017-01-091	10.1101/098467	10.1113/jp274915	Cold Spring Harbor Laboratory	Crossref
2017-01-092	10.1101/101543	10.1371/journal.pgen.1007139	Cold Spring Harbor Laboratory	Crossref
2017-01-093	10.1101/097790	10.1038/s41598-017-04205-7	Cold Spring Harbor Laboratory	Crossref
2017-01-094	10.1101/098517	10.1186/s13059-017-1248-5	Cold Spring Harbor Laboratory	Crossref
2017-01-095	10.1101/097873	10.1016/j.neuroimage.2019.02.052	Cold Spring Harbor Laboratory	Crossref
2017-01-096	10.1101/103002	10.1016/j.neuroimage.2018.01.053	Cold Spring Harbor Laboratory	Crossref
2017-01-097	10.5194/acp-2016-1034	10.5194/acp-17-8011-2017	Copernicus GmbH	Crossref
2017-01-098	10.5194/bg-2017-1	10.5194/bg-14-3221-2017	Copernicus GmbH	Crossref
2017-01-099	10.5194/amt-2017-12	10.5194/amt-10-1739-2017	Copernicus GmbH	Crossref
2017-01-100	10.1101/099184	10.7554/elife.21792	Cold Spring Harbor Laboratory	Crossref
2017-02-001	10.31234/osf.io/pbmr5	10.1016/j.cognition.2017.01.013	Center for Open Science	Crossref
2017-02-002	10.1101/107474	10.1016/j.epidem.2018.03.001	Cold Spring Harbor Laboratory	Crossref
2017-02-003	10.1101/102632	10.1534/genetics.116.196451	Cold Spring Harbor Laboratory	Crossref
2017-02-004	10.20944/preprints201702.0096.v1	10.3390/microorganisms5020014	MDPI AG	Crossref
2017-02-005	10.31235/osf.io/5u2nn	10.1093/esr/jcu060	Center for Open Science	Crossref
2017-02-006	10.1101/107235	10.1038/s41540-019-0120-5	Cold Spring Harbor Laboratory	Crossref
2017-02-007	10.5194/amt-2017-18	10.5194/amt-10-3463-2017	Copernicus GmbH	Crossref
2017-02-008	10.5194/hess-2017-40	10.5194/hess-21-4517-2017	Copernicus GmbH	Crossref
2017-02-009	10.5194/acp-2016-1092	10.5194/acp-17-8651-2017	Copernicus GmbH	Crossref
2017-02-010	10.5194/acp-2016-1044	10.5194/acp-17-6975-2017	Copernicus GmbH	Crossref
2017-02-011	10.5194/hess-2017-37	10.5194/hess-22-957-2018	Copernicus GmbH	Crossref
2017-02-012	10.7287/peerj.preprints.2481	10.7717/peerj.3088	PeerJ	Crossref
2017-02-013	10.31235/osf.io/fpdcb	10.1016/j.socscimed.2015.11.044	Center for Open Science	Crossref
2017-02-014	10.1101/106732	10.1073/pnas.1702314114	Cold Spring Harbor Laboratory	Crossref
2017-02-015	10.1101/105205	10.1093/nar/gky136	Cold Spring Harbor Laboratory	Crossref
2017-02-016	10.5194/nhess-2017-29	10.5194/nhess-18-321-2018	Copernicus GmbH	Crossref
2017-02-017	10.5194/nhess-2016-404	10.5194/nhess-17-1221-2017	Copernicus GmbH	Crossref
2017-02-018	10.5194/nhess-2017-73	10.5194/nhess-17-971-2017	Copernicus GmbH	Crossref
2017-02-019	10.5194/hess-2017-87	10.5194/hess-21-3839-2017	Copernicus GmbH	Crossref
2017-02-020	10.5194/acp-2016-1178	10.5194/acp-17-11355-2017	Copernicus GmbH	Crossref
2017-02-021	10.5194/amt-2016-384	10.5194/amt-10-2377-2017	Copernicus GmbH	Crossref
2017-02-022	10.1101/109231	10.3390/mi9040191	Cold Spring Harbor Laboratory	Crossref
2017-02-023	10.1101/105528	10.1007/s10994-019-05848-5	Cold Spring Harbor Laboratory	Crossref
2017-02-024	10.31235/osf.io/kdfkt	10.1155/2017/6182503	Center for Open Science	Crossref
2017-02-025	10.7287/peerj.preprints.2812	10.7717/peerj.3087	PeerJ	Crossref
2017-02-026	10.1101/111567	10.1631/jzus.b1700148	Cold Spring Harbor Laboratory	Crossref
2017-02-027	10.2196/preprints.7558	10.2196/jmir.7558	JMIR Publications Inc.	Crossref
2017-02-028	10.5194/acp-2017-16	10.5194/acp-17-7277-2017	Copernicus GmbH	Crossref
2017-02-029	10.5194/bg-2017-48	10.5194/bg-14-3669-2017	Copernicus GmbH	Crossref
2017-02-030	10.20944/preprints201701.0116.v3	10.3390/ijerph14030219	MDPI AG	Crossref
2017-02-031	10.1101/108589	10.1111/jeb.13229	Cold Spring Harbor Laboratory	Crossref
2017-02-032	10.5194/acp-2017-85	10.5194/acp-17-9019-2017	Copernicus GmbH	Crossref
2017-02-033	10.5194/gmd-2017-22	10.5194/gmd-10-2635-2017	Copernicus GmbH	Crossref
2017-02-034	10.20944/preprints201702.0063.v1	10.3390/pathogens6020015	MDPI AG	Crossref
2017-02-035	10.1101/105593	10.1111/gtc.12483	Cold Spring Harbor Laboratory	Crossref
2017-02-036	10.1101/112284	10.3389/fncir.2017.00056	Cold Spring Harbor Laboratory	Crossref
2017-02-037	10.1101/110262	10.1093/bioinformatics/btx335	Cold Spring Harbor Laboratory	Crossref
2017-02-038	10.7287/peerj.preprints.2809	10.7717/peerj.3232	PeerJ	Crossref
2017-02-039	10.1101/108720	10.1039/c8tb00508g	Cold Spring Harbor Laboratory	Crossref
2017-02-040	10.1101/112433	10.1016/j.cortex.2017.09.020	Cold Spring Harbor Laboratory	Crossref
2017-02-041	10.1101/107706	10.1038/s41598-019-41503-8	Cold Spring Harbor Laboratory	Crossref
2017-02-042	10.1101/110940	10.1128/mbio.00924-17	Cold Spring Harbor Laboratory	Crossref
2017-02-043	10.5194/acp-2016-1170	10.5194/acp-17-13473-2017	Copernicus GmbH	Crossref
2017-02-044	10.1101/078527	10.1038/ncomms15029	Cold Spring Harbor Laboratory	Crossref
2017-02-045	10.1101/109256	10.1162/jocn_a_01132	Cold Spring Harbor Laboratory	Crossref
2017-02-046	10.1101/104489	10.1111/evo.13223	Cold Spring Harbor Laboratory	Crossref
2017-02-047	10.5194/amt-2017-31	10.5194/amt-10-2517-2017	Copernicus GmbH	Crossref
2017-02-048	10.7287/peerj.preprints.2775	10.7717/peerj.3061	PeerJ	Crossref
2017-02-049	10.5194/hess-2016-692	10.5194/hess-21-4419-2017	Copernicus GmbH	Crossref
2017-02-050	10.5194/gi-2016-41	10.5194/gi-6-217-2017	Copernicus GmbH	Crossref
2017-02-051	10.20944/preprints201702.0012.v1	10.3390/su9060873	MDPI AG	Crossref
2017-02-052	10.2196/preprints.7566	10.2196/rehab.7566	JMIR Publications Inc.	Crossref
2017-02-053	10.1101/104596	10.1093/nar/gkx940	Cold Spring Harbor Laboratory	Crossref
2017-02-054	10.1101/108936	10.3847/1538-4357/aa6c57	Cold Spring Harbor Laboratory	Crossref
2017-02-055	10.5194/bg-2017-24	10.5194/bg-14-3561-2017	Copernicus GmbH	Crossref
2017-02-056	10.1101/108159	10.1038/s41598-017-12779-5	Cold Spring Harbor Laboratory	Crossref
2017-02-057	10.5194/soil-2017-5	10.5194/soil-3-139-2017	Copernicus GmbH	Crossref
2017-02-058	10.1101/107201	10.1158/2159-8290.cd-17-1271	Cold Spring Harbor Laboratory	Crossref
2017-02-059	10.1101/107821	10.1093/bioinformatics/btx319	Cold Spring Harbor Laboratory	Crossref
2017-02-060	10.20944/preprints201702.0004.v1	10.3390/app7020194	MDPI AG	Crossref
2017-02-061	10.1101/106443	10.1162/netn_a_00012	Cold Spring Harbor Laboratory	Crossref
2017-02-062	10.5194/acp-2017-99	10.5194/acp-17-9599-2017	Copernicus GmbH	Crossref
2017-02-063	10.1101/109108	10.1126/sciadv.1700606	Cold Spring Harbor Laboratory	Crossref
2017-02-064	10.5194/tc-2017-17	10.5194/tc-11-1879-2017	Copernicus GmbH	Crossref
2017-02-065	10.1101/112094	10.1534/genetics.117.300063	Cold Spring Harbor Laboratory	Crossref
2017-02-066	10.1101/105999	10.1186/s13148-017-0334-6	Cold Spring Harbor Laboratory	Crossref
2017-02-067	10.1101/109629	10.1186/s13059-017-1200-8	Cold Spring Harbor Laboratory	Crossref
2017-02-068	10.1101/106815	10.1038/s41598-017-12104-0	Cold Spring Harbor Laboratory	Crossref
2017-02-069	10.5194/wes-2016-60	10.5194/wes-2-477-2017	Copernicus GmbH	Crossref
2017-02-070	10.5194/essd-2017-9	10.5194/essd-9-415-2017	Copernicus GmbH	Crossref
2017-02-071	10.5194/os-2017-1	10.5194/os-13-465-2017	Copernicus GmbH	Crossref
2017-02-072	10.1101/108290	10.1038/s41467-018-05936-5	Cold Spring Harbor Laboratory	Crossref
2017-02-073	10.1101/111070	10.1037/xlm0000518	Cold Spring Harbor Laboratory	Crossref
2017-02-074	10.31220/osf.io/8whkp	10.1016/j.scienta.2009.05.016	Center for Open Science	Crossref
2017-02-075	10.1101/108746	10.1371/journal.ppat.1006469	Cold Spring Harbor Laboratory	Crossref
2017-02-076	10.5194/acp-2016-1141	10.5194/acp-17-7567-2017	Copernicus GmbH	Crossref
2017-02-077	10.1101/106112	10.1007/s13238-016-0360-8	Cold Spring Harbor Laboratory	Crossref
2017-02-078	10.1101/109926	10.20938/afo35051056	Cold Spring Harbor Laboratory	Crossref
2017-02-079	10.1101/108696	10.1111/ele.12820	Cold Spring Harbor Laboratory	Crossref
2017-02-080	10.2196/preprints.7601	10.2196/medinform.7601	JMIR Publications Inc.	Crossref
2017-02-081	10.2196/preprints.7425	10.2196/resprot.7425	JMIR Publications Inc.	Crossref
2017-02-082	10.1101/106468	10.1038/s41467-017-00443-5	Cold Spring Harbor Laboratory	Crossref
2017-02-083	10.1101/107862	10.1093/bioinformatics/btx440	Cold Spring Harbor Laboratory	Crossref
2017-02-084	10.20944/preprints201702.0091.v1	10.3390/met7030075	MDPI AG	Crossref
2017-02-085	10.7287/peerj.preprints.2736	10.7717/peerj.3629	PeerJ	Crossref
2017-02-086	10.5194/bg-2017-46	10.5194/bg-14-3525-2017	Copernicus GmbH	Crossref
2017-02-087	10.31219/osf.io/wqcv5	10.5713/ajas.16.0020	Center for Open Science	Crossref
2017-02-088	10.5194/bg-2017-43	10.5194/bg-14-4085-2017	Copernicus GmbH	Crossref
2017-02-089	10.31235/osf.io/9aazd	10.1016/j.futures.2019.02.015	Center for Open Science	Crossref
2017-02-090	10.1101/111500	10.1093/ije/dyx204	Cold Spring Harbor Laboratory	Crossref
2017-02-091	10.1101/104893	10.1371/journal.pgen.1006815	Cold Spring Harbor Laboratory	Crossref
2017-02-092	10.20944/preprints201702.0095.v1	10.3390/ijms18061170	MDPI AG	Crossref
2017-02-093	10.5194/hess-2017-82	10.5194/hess-21-3937-2017	Copernicus GmbH	Crossref
2017-02-094	10.1101/109983	10.1038/s41598-017-11760-6	Cold Spring Harbor Laboratory	Crossref
2017-02-095	10.5194/acp-2016-1139	10.5194/acp-17-8129-2017	Copernicus GmbH	Crossref
2017-02-096	10.1101/110775	10.1371/journal.pone.0183672	Cold Spring Harbor Laboratory	Crossref
2017-02-097	10.1101/108654	10.2174/1871520620666191224122204	Cold Spring Harbor Laboratory	Crossref
2017-02-098	10.1101/110494	10.1371/journal.pone.0198311	Cold Spring Harbor Laboratory	Crossref
2017-02-099	10.1101/109686	10.1016/j.ophtha.2017.03.045	Cold Spring Harbor Laboratory	Crossref
2017-02-100	10.5194/nhess-2017-33	10.5194/nhess-17-1725-2017	Copernicus GmbH	Crossref
2017-03-001	10.5194/hess-2017-146	10.5194/hess-21-4533-2017	Copernicus GmbH	Crossref
2017-03-002	10.1101/122580	10.7554/elife.27356	Cold Spring Harbor Laboratory	Crossref
2017-03-003	10.5194/bg-2017-96	10.5194/bg-14-3487-2017	Copernicus GmbH	Crossref
2017-03-004	10.1101/118497	10.15252/embj.201796692	Cold Spring Harbor Laboratory	Crossref
2017-03-005	10.1101/122093	10.1093/jhered/esx069	Cold Spring Harbor Laboratory	Crossref
2017-03-006	10.5194/cp-2017-27	10.5194/cp-13-1527-2017	Copernicus GmbH	Crossref
2017-03-007	10.1101/116152	10.1186/s13059-017-1278-z	Cold Spring Harbor Laboratory	Crossref
2017-03-008	10.5194/acp-2017-172	10.5194/acp-17-8177-2017	Copernicus GmbH	Crossref
2017-03-009	10.1101/115998	10.1038/s41380-018-0290-3	Cold Spring Harbor Laboratory	Crossref
2017-03-010	10.20944/preprints201703.0015.v1	10.3390/fluids2020015	MDPI AG	Crossref
2017-03-011	10.5194/acp-2017-262	10.5194/acp-17-11423-2017	Copernicus GmbH	Crossref
2017-03-012	10.5194/bg-2017-106	10.5194/bg-14-4455-2017	Copernicus GmbH	Crossref
2017-03-013	10.1101/115667	10.1534/genetics.117.300092	Cold Spring Harbor Laboratory	Crossref
2017-03-014	10.1101/116673	10.1007/s40778-017-0093-5	Cold Spring Harbor Laboratory	Crossref
2017-03-015	10.20944/preprints201703.0076.v1	10.3390/ijerph14030302	MDPI AG	Crossref
2017-03-016	10.1101/116764	10.1021/acs.jcim.7b00159	Cold Spring Harbor Laboratory	Crossref
2017-03-017	10.5194/acp-2017-152	10.5194/acp-17-9645-2017	Copernicus GmbH	Crossref
2017-03-018	10.1101/114975	10.1371/journal.pone.0197433	Cold Spring Harbor Laboratory	Crossref
2017-03-019	10.1101/118620	10.1242/dmm.030056	Cold Spring Harbor Laboratory	Crossref
2017-03-020	10.1101/115840	10.1093/jxb/erx167	Cold Spring Harbor Laboratory	Crossref
2017-03-021	10.5194/cp-2017-26	10.5194/cp-13-1007-2017	Copernicus GmbH	Crossref
2017-03-022	10.5194/acp-2017-73	10.5194/acp-17-14253-2017	Copernicus GmbH	Crossref
2017-03-023	10.1101/117044	10.1016/j.anbehav.2017.08.029	Cold Spring Harbor Laboratory	Crossref
2017-03-024	10.7287/peerj.preprints.2898	10.7717/peerj.3611	PeerJ	Crossref
2017-03-025	10.31219/osf.io/3saqj	10.1016/j.jasrep.2016.06.014	Center for Open Science	Crossref
2017-03-026	10.1101/116301	10.1186/s12711-017-0361-y	Cold Spring Harbor Laboratory	Crossref
2017-03-027	10.5194/bg-2017-74	10.5194/bg-14-3883-2017	Copernicus GmbH	Crossref
2017-03-028	10.5194/acp-2017-167	10.5194/acp-17-13345-2017	Copernicus GmbH	Crossref
2017-03-029	10.5194/amt-2017-36	10.5194/amt-10-3093-2017	Copernicus GmbH	Crossref
2017-03-030	10.1101/114512	10.1093/icb/icx088	Cold Spring Harbor Laboratory	Crossref
2017-03-031	10.5194/gi-2017-14	10.5194/gi-6-279-2017	Copernicus GmbH	Crossref
2017-03-032	10.1101/115444	10.1073/pnas.1702994114	Cold Spring Harbor Laboratory	Crossref
2017-03-033	10.5194/acp-2017-257	10.5194/acp-17-10435-2017	Copernicus GmbH	Crossref
2017-03-034	10.5194/se-2017-24	10.5194/se-8-943-2017	Copernicus GmbH	Crossref
2017-03-035	10.1101/116517	10.1073/pnas.1701536114	Cold Spring Harbor Laboratory	Crossref
2017-03-036	10.1101/114496	10.7554/elife.26580	Cold Spring Harbor Laboratory	Crossref
2017-03-037	10.1101/116376	10.1038/s41467-017-00366-1	Cold Spring Harbor Laboratory	Crossref
2017-03-038	10.5194/acp-2017-56	10.5194/acp-17-10395-2017	Copernicus GmbH	Crossref
2017-03-039	10.1101/114678	10.3389/fncel.2017.00295	Cold Spring Harbor Laboratory	Crossref
2017-03-040	10.1101/119354	10.1128/mbio.02283-17	Cold Spring Harbor Laboratory	Crossref
2017-03-041	10.20944/preprints201703.0010.v1	10.3390/atmos8040073	MDPI AG	Crossref
2017-03-042	10.20944/preprints201703.0117.v1	10.3390/econometrics5010013	MDPI AG	Crossref
2017-03-043	10.5194/npg-2017-11	10.5194/npg-24-695-2017	Copernicus GmbH	Crossref
2017-03-044	10.1101/113217	10.1098/rsos.170342	Cold Spring Harbor Laboratory	Crossref
2017-03-045	10.1101/113704	10.1038/emi.2017.23	Cold Spring Harbor Laboratory	Crossref
2017-03-046	10.1101/114587	10.1111/2041-210x.12808	Cold Spring Harbor Laboratory	Crossref
2017-03-047	10.5194/acp-2017-156	10.5194/acp-17-8825-2017	Copernicus GmbH	Crossref
2017-03-048	10.5194/gmd-2017-78	10.5194/gmd-10-2801-2017	Copernicus GmbH	Crossref
2017-03-049	10.1101/114744	10.1038/s41598-018-19415-w	Cold Spring Harbor Laboratory	Crossref
2017-03-050	10.1101/114561	10.1016/j.ajhg.2017.11.001	Cold Spring Harbor Laboratory	Crossref
2017-03-051	10.1101/117085	10.1073/pnas.1701812114	Cold Spring Harbor Laboratory	Crossref
2017-03-052	10.1101/116665	10.1186/s13613-017-0268-3	Cold Spring Harbor Laboratory	Crossref
2017-03-053	10.31219/osf.io/4teu8	10.1108/oth-08-2015-0046	Center for Open Science	Crossref
2017-03-054	10.1101/114454	10.1523/jneurosci.0649-17.2017	Cold Spring Harbor Laboratory	Crossref
2017-03-055	10.1101/121772	10.1002/pld3.9	Cold Spring Harbor Laboratory	Crossref
2017-03-056	10.5194/acp-2017-48	10.5194/acp-18-2395-2018	Copernicus GmbH	Crossref
2017-03-057	10.20944/preprints201703.0097.v1	10.3390/s17030597	MDPI AG	Crossref
2017-03-058	10.20944/preprints201703.0134.v1	10.3390/rs9030285	MDPI AG	Crossref
2017-03-059	10.1101/121582	10.3791/55380	Cold Spring Harbor Laboratory	Crossref
2017-03-060	10.5194/acp-2017-142	10.5194/acp-17-12269-2017	Copernicus GmbH	Crossref
2017-03-061	10.20944/preprints201703.0032.v1	10.3390/biom7010031	MDPI AG	Crossref
2017-03-062	10.1101/123018	10.1371/journal.pone.0175309	Cold Spring Harbor Laboratory	Crossref
2017-03-063	10.31219/osf.io/6cncu	10.1080/02500167.2016.1145711	Center for Open Science	Crossref
2017-03-064	10.1101/119438	10.1186/s12859-019-2709-5	Cold Spring Harbor Laboratory	Crossref
2017-03-065	10.1101/116236	10.1016/j.cub.2017.03.031	Cold Spring Harbor Laboratory	Crossref
2017-03-066	10.20944/preprints201703.0199.v1	10.3390/challe9010018	MDPI AG	Crossref
2017-03-067	10.20944/preprints201703.0059.v1	10.3390/mi8040119	MDPI AG	Crossref
2017-03-068	10.2196/preprints.7653	10.2196/resprot.7653	JMIR Publications Inc.	Crossref
2017-03-069	10.31234/osf.io/j6js4	10.1016/j.actpsy.2015.06.006	Center for Open Science	Crossref
2017-03-070	10.5194/acp-2017-173	10.5194/acp-17-9103-2017	Copernicus GmbH	Crossref
2017-03-071	10.1101/118919	10.1038/s41467-018-03608-y	Cold Spring Harbor Laboratory	Crossref
2017-03-072	10.20944/preprints201703.0213.v1	10.3390/e19040165	MDPI AG	Crossref
2017-03-073	10.1101/121145	10.1093/ije/dyx093	Cold Spring Harbor Laboratory	Crossref
2017-03-074	10.1101/119941	10.1186/s12864-017-3905-1	Cold Spring Harbor Laboratory	Crossref
2017-03-075	10.1101/118216	10.1038/s41598-017-15891-8	Cold Spring Harbor Laboratory	Crossref
2017-03-076	10.7287/peerj.preprints.2876	10.7717/peerj.4200	PeerJ	Crossref
2017-03-077	10.31235/osf.io/hucg8	10.20507/alternative.2016.12.1.3	Center for Open Science	Crossref
2017-03-078	10.31235/osf.io/vwk57	10.31235/osf.io/vwk57	Center for Open Science	Crossref
